critic,crit_org,crit_cn,movie,m_year,director,dir_dob,dir_pob,cob
Richard Brody,The New Yorker,US,The Future,2011,Miranda July,1974-02-15,"Barre, Vermont, United States",United States
Richard Brody,The New Yorker,US,Holy Motors,2012,Leos Carax,1960-11-22,,
Richard Brody,The New Yorker,US,Coma,2015,Sara Fattahi,,,
Hannah Brown,Jerusalem Post,Israel,"4 Months, 3 Weeks & 2 Days",2007,Cristian Mungiu,1968-04-27,"Iași, Romania",Romania
Hannah Brown,Jerusalem Post,Israel,The Royal Tenenbaums,2001,Wes Anderson,1969-05-01,"Houston, Texas, U.S.",U.S.
Hannah Brown,Jerusalem Post,Israel,No Country For Old Men,2007,Joel and Ethan Coen,1954-11-29,,
Hannah Brown,Jerusalem Post,Israel,Waltz with Bashir,2008,Ari Folman,1962-12-17,"Haifa, Israel",Israel
Hannah Brown,Jerusalem Post,Israel,The Matchmaker,2010,Avi Nesher,1953-12-13,,
Hannah Brown,Jerusalem Post,Israel,Footnote,2011,Joseph Cedar,1968-08-31,"New York, United States",United States
Hannah Brown,Jerusalem Post,Israel,The Son,2002,Jean-Pierre and Luc Dardenne,1951-04-21,"Liège, Belgium",Belgium
Hannah Brown,Jerusalem Post,Israel,In the Mood for Love,2000,Wong Kar-wai,1958-07-17,"Shanghai, China",China
Hannah Brown,Jerusalem Post,Israel,You Can Count On Me,2000,Kenneth Lonergan,1962-10-16,"The Bronx, New York, U.S.",U.S.
Hannah Brown,Jerusalem Post,Israel,Yossi & Jagger,2002,Eytan Fox,1964-08-21,"New York City, New York, U.S.",U.S.
Luke Buckmaster,The Guardian/BBC Culture,Australia,Mulholland Drive,2001,David Lynch,1946-01-20,"Missoula, Montana, U.S.",U.S.
Luke Buckmaster,The Guardian/BBC Culture,Australia,There Will Be Blood,2007,Paul Thomas Anderson,1970-06-26,"Los Angeles, California, U.S.",U.S.
Luke Buckmaster,The Guardian/BBC Culture,Australia,"O Brother, Where Art Thou?",2000,Joel and Ethan Coen,1954-11-29,,
Luke Buckmaster,The Guardian/BBC Culture,Australia,Spirited Away,2001,Hayao Miyazaki,1941-01-05,"Tokyo City, Empire of Japan",Empire of Japan
Luke Buckmaster,The Guardian/BBC Culture,Australia,Children of Men,2006,Alfonso Cuarón,1961-11-28,"Mexico City, Mexico",Mexico
Luke Buckmaster,The Guardian/BBC Culture,Australia,In the Mood for Love,2000,Wong Kar-wai,1958-07-17,"Shanghai, China",China
Luke Buckmaster,The Guardian/BBC Culture,Australia,The Babadook,2014,Jennifer Kent,1969-03-05,"Brisbane, Queensland, Australia",Australia
Luke Buckmaster,The Guardian/BBC Culture,Australia,A Separation,2011,Asghar Farhadi,1972-05-07,"Homayoon Shahr, Isfahan, Pahlavi Iran",Pahlavi Iran
Luke Buckmaster,The Guardian/BBC Culture,Australia,Caché,2005,Michael Haneke,1942-03-23,"Munich, Germany",Germany
Luke Buckmaster,The Guardian/BBC Culture,Australia,Boyhood,2014,Richard Linklater,1960-07-30,"Houston, Texas, U.S.",U.S.
Luciano Castillo,Cinemateca de Cuba,Cuba,The White Ribbon,2009,Michael Haneke,1942-03-23,"Munich, Germany",Germany
Luciano Castillo,Cinemateca de Cuba,Cuba,In the Mood for Love,2000,Wong Kar-wai,1958-07-17,"Shanghai, China",China
Luciano Castillo,Cinemateca de Cuba,Cuba,"Spring, Summer, Fall, Winter…and Spring",2003,Kim Ki-duk,1960-12-20,"Ponghwa, South Korea",South Korea
Luciano Castillo,Cinemateca de Cuba,Cuba,Melancholia,2011,Lars von Trier,1956-04-30,"Kongens Lyngby, Denmark",Denmark
Luciano Castillo,Cinemateca de Cuba,Cuba,Elephant,2003,Gus Van Sant,1952-07-24,,
Luciano Castillo,Cinemateca de Cuba,Cuba,Russian Ark,2002,Aleksandr Sokurov,1951-06-14,"Podorvikha, Irkutsky District, Soviet Union",Soviet Union
Luciano Castillo,Cinemateca de Cuba,Cuba,City of God,2002,Fernando Meirelles and Kátia Lund,,,
Luciano Castillo,Cinemateca de Cuba,Cuba,A Prophet,2009,Jacques Audiard,1952-04-30,"Paris, France",France
Luciano Castillo,Cinemateca de Cuba,Cuba,"4 Months, 3 Weeks & 2 Days",2007,Cristian Mungiu,1968-04-27,"Iași, Romania",Romania
Luciano Castillo,Cinemateca de Cuba,Cuba,Inside Out,2015,Pete Docter,1968-10-09,"Bloomington, Minnesota, U.S.",U.S.
Monica Castillo,New York Times Watching,US,Inside Llewyn Davis,2013,Joel and Ethan Coen,1954-11-29,,
Monica Castillo,New York Times Watching,US,Persepolis,2007,Vincent Paronnaud and Marjane Satrapi,,,
Monica Castillo,New York Times Watching,US,Fish Tank,2009,Andrea Arnold,1961-04-05,,
Monica Castillo,New York Times Watching,US,Pan's Labyrinth,2006,Guillermo Del Toro,1964-10-09,"Guadalajara, Jalisco, Mexico",Mexico
Monica Castillo,New York Times Watching,US,In the Mood for Love,2000,Wong Kar-wai,1958-07-17,"Shanghai, China",China
Monica Castillo,New York Times Watching,US,Spirited Away,2001,Hayao Miyazaki,1941-01-05,"Tokyo City, Empire of Japan",Empire of Japan
Monica Castillo,New York Times Watching,US,Mad Max: Fury Road,2015,George Miller,,,
Monica Castillo,New York Times Watching,US,Attack the Block,2011,Joe Cornish,1968-12-20,"London, England",England
Monica Castillo,New York Times Watching,US,Eternal Sunshine of the Spotless Mind,2004,Michel Gondry,1963-05-08,"Versailles, France",France
Monica Castillo,New York Times Watching,US,The Royal Tenenbaums,2001,Wes Anderson,1969-05-01,"Houston, Texas, U.S.",U.S.
Samuel Castro,El Colombiano,Colombia,The Secret in Their Eyes,2009,Juan José Campanella,1959-07-19,"Buenos Aires, Argentina",Argentina
Samuel Castro,El Colombiano,Colombia,Before Sunset,2004,Richard Linklater,1960-07-30,"Houston, Texas, U.S.",U.S.
Samuel Castro,El Colombiano,Colombia,Eternal Sunshine of the Spotless Mind,2004,Michel Gondry,1963-05-08,"Versailles, France",France
Samuel Castro,El Colombiano,Colombia,Ratatouille,2007,Brad Bird and Jan Pinkava,,,
Samuel Castro,El Colombiano,Colombia,Stories We Tell,2012,Sarah Polley,1979-01-08,"Toronto, Ontario, Canada",Canada
Samuel Castro,El Colombiano,Colombia,Pan's Labyrinth,2006,Guillermo Del Toro,1964-10-09,"Guadalajara, Jalisco, Mexico",Mexico
Samuel Castro,El Colombiano,Colombia,Amores Perros,2000,Alejandro González Iñárritu,1963-08-15,"Mexico City, Mexico",Mexico
Samuel Castro,El Colombiano,Colombia,A Separation,2011,Asghar Farhadi,1972-05-07,"Homayoon Shahr, Isfahan, Pahlavi Iran",Pahlavi Iran
Samuel Castro,El Colombiano,Colombia,Minority Report,2002,Steven Spielberg,1946-12-18,"Cincinnati, Ohio, U.S.",U.S.
Samuel Castro,El Colombiano,Colombia,Moulin Rouge!,2001,Baz Luhrmann,1962-09-17,,
Justin Chang,Los Angeles Times,US,Mulholland Drive,2001,David Lynch,1946-01-20,"Missoula, Montana, U.S.",U.S.
Justin Chang,Los Angeles Times,US,The Tree of Life,2011,Terrence Malick,1943-11-30,"Ottawa, Illinois, U.S.",U.S.
Justin Chang,Los Angeles Times,US,In the Mood for Love,2000,Wong Kar-wai,1958-07-17,"Shanghai, China",China
Justin Chang,Los Angeles Times,US,Boyhood,2014,Richard Linklater,1960-07-30,"Houston, Texas, U.S.",U.S.
Justin Chang,Los Angeles Times,US,Secret Sunshine,2007,Lee Chang-dong,1954-07-04,"Daegu, South Korea",South Korea
Justin Chang,Los Angeles Times,US,Zodiac,2007,David Fincher,1962-08-28,"Denver, Colorado, U.S.",U.S.
Justin Chang,Los Angeles Times,US,The Dark Knight,2008,Christopher Nolan,1970-07-30,"London, England",England
Justin Chang,Los Angeles Times,US,The Son,2002,Jean-Pierre and Luc Dardenne,1951-04-21,"Liège, Belgium",Belgium
Justin Chang,Los Angeles Times,US,Brokeback Mountain,2005,Ang Lee,1954-10-23,"Chaozhou, Pingtung, Taiwan",Taiwan
Justin Chang,Los Angeles Times,US,35 Shots of Rum,2008,Claire Denis,1946-04-21,"Paris, France",France
Enrico Chiesa,AfricaFilms.TV,Senegal,The Three Burials of Melquiades Estrada,2005,Tommy Lee Jones,1946-09-15,"San Saba, Texas, U.S.",U.S.
Enrico Chiesa,AfricaFilms.TV,Senegal,There Will Be Blood,2007,Paul Thomas Anderson,1970-06-26,"Los Angeles, California, U.S.",U.S.
Enrico Chiesa,AfricaFilms.TV,Senegal,A Separation,2011,Asghar Farhadi,1972-05-07,"Homayoon Shahr, Isfahan, Pahlavi Iran",Pahlavi Iran
Enrico Chiesa,AfricaFilms.TV,Senegal,Birdman,2014,Alejandro González Iñárritu,1963-08-15,"Mexico City, Mexico",Mexico
Enrico Chiesa,AfricaFilms.TV,Senegal,The Blind Swordsman: Zatoichi,2003,Takeshi Kitano,1947-01-18,"Adachi, Tokyo, Japan",Japan
Enrico Chiesa,AfricaFilms.TV,Senegal,Mommy,2014,Xavier Dolan,1989-03-20,"Montreal, Quebec, Canada",Canada
Enrico Chiesa,AfricaFilms.TV,Senegal,Dancer in the Dark,2000,Lars von Trier,1956-04-30,"Kongens Lyngby, Denmark",Denmark
Enrico Chiesa,AfricaFilms.TV,Senegal,Tey,2012,Alain Gomis,1972-03-06,,
Enrico Chiesa,AfricaFilms.TV,Senegal,Sweet Sixteen,2002,Ken Loach,1936-06-17,"Nuneaton, Warwickshire, England",England
Enrico Chiesa,AfricaFilms.TV,Senegal,Ezra,2007,Newton I. Aduaka,,,
Cho Seongyong,Freelance film critic,South Korea,No Country For Old Men,2007,Joel and Ethan Coen,1954-11-29,,
Cho Seongyong,Freelance film critic,South Korea,Boyhood,2014,Richard Linklater,1960-07-30,"Houston, Texas, U.S.",U.S.
Cho Seongyong,Freelance film critic,South Korea,Mulholland Drive,2001,David Lynch,1946-01-20,"Missoula, Montana, U.S.",U.S.
Cho Seongyong,Freelance film critic,South Korea,Almost Famous,2000,Cameron Crowe,1957-07-13,"Palm Springs, California, U.S.",U.S.
Cho Seongyong,Freelance film critic,South Korea,"Synecdoche, New York",2008,Charlie Kaufman,1958-11-19,"New York City, U.S.",U.S.
Cho Seongyong,Freelance film critic,South Korea,Pan's Labyrinth,2006,Guillermo Del Toro,1964-10-09,"Guadalajara, Jalisco, Mexico",Mexico
Cho Seongyong,Freelance film critic,South Korea,Minority Report,2002,Steven Spielberg,1946-12-18,"Cincinnati, Ohio, U.S.",U.S.
Cho Seongyong,Freelance film critic,South Korea,The Social Network,2010,David Fincher,1962-08-28,"Denver, Colorado, U.S.",U.S.
Cho Seongyong,Freelance film critic,South Korea,The Tree of Life,2011,Terrence Malick,1943-11-30,"Ottawa, Illinois, U.S.",U.S.
Cho Seongyong,Freelance film critic,South Korea,Memories of Murder,2003,Bong Joon-ho,1969-09-14,"Daegu, South Korea",South Korea
Robbie Collin,The Telegraph,UK,Mulholland Drive,2001,David Lynch,1946-01-20,"Missoula, Montana, U.S.",U.S.
Robbie Collin,The Telegraph,UK,Tropical Malady,2004,Apichatpong Weerasethakul,,,
Robbie Collin,The Telegraph,UK,Spirited Away,2001,Hayao Miyazaki,1941-01-05,"Tokyo City, Empire of Japan",Empire of Japan
Robbie Collin,The Telegraph,UK,Under the Skin,2013,Jonathan Glazer,1965-03-26,"London, England",England
Robbie Collin,The Telegraph,UK,Hard to Be a God,2013,Aleksey German,,,
Robbie Collin,The Telegraph,UK,Mad Max: Fury Road,2015,George Miller,,,
Robbie Collin,The Telegraph,UK,There Will Be Blood,2007,Paul Thomas Anderson,1970-06-26,"Los Angeles, California, U.S.",U.S.
Robbie Collin,The Telegraph,UK,Lost in Translation,2003,Sofia Coppola,1971-05-14,"New York City, U.S.",U.S.
Robbie Collin,The Telegraph,UK,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,Larry Charles,,,
Robbie Collin,The Telegraph,UK,"You, The Living",2007,Roy Andersson,1943-03-31,"Gothenburg, Sweden",Sweden
Scott Collura,IGN,US,Mad Max: Fury Road,2015,George Miller,,,
Scott Collura,IGN,US,Lost in Translation,2003,Sofia Coppola,1971-05-14,"New York City, U.S.",U.S.
Scott Collura,IGN,US,Let the Right One In,2008,Tomas Alfredson,1965-04-01,"Lidingö, Sweden",Sweden
Scott Collura,IGN,US,Spring Breakers,2012,Harmony Korine,1973-01-04,"Bolinas, California, U.S.",U.S.
Scott Collura,IGN,US,Children of Men,2006,Alfonso Cuarón,1961-11-28,"Mexico City, Mexico",Mexico
Scott Collura,IGN,US,World of Tomorrow,2015,Don Hertzfeldt,1976-08-01,"Fremont, California, U.S.",U.S.
Scott Collura,IGN,US,Ex Machina,2015,Alex Garland,1970-05-26,"London, England",England
Scott Collura,IGN,US,The Avengers,2012,Joss Whedon,1964-06-23,"New York City, U.S.",U.S.
Scott Collura,IGN,US,Her,2013,Spike Jonze,1969-10-22,"New York City, U.S.",U.S.
Scott Collura,IGN,US,Kill Bill: Vol. 2,2004,Quentin Tarantino,1963-03-27,,
Colin Covert,Minneapolis Star-Tribune,US,Yi Yi: A One and a Two,2000,Edward Yang,1947-11-06,"Shanghai, Republic of China",Republic of China
Colin Covert,Minneapolis Star-Tribune,US,Mulholland Drive,2001,David Lynch,1946-01-20,"Missoula, Montana, U.S.",U.S.
Colin Covert,Minneapolis Star-Tribune,US,Children of Men,2006,Alfonso Cuarón,1961-11-28,"Mexico City, Mexico",Mexico
Colin Covert,Minneapolis Star-Tribune,US,Manchester by the Sea,2016,Kenneth Lonergan,1962-10-16,"The Bronx, New York, U.S.",U.S.
Colin Covert,Minneapolis Star-Tribune,US,Adaptation,2002,Spike Jonze,1969-10-22,"New York City, U.S.",U.S.
Colin Covert,Minneapolis Star-Tribune,US,The Host,2006,Bong Joon-ho,1969-09-14,"Daegu, South Korea",South Korea
Colin Covert,Minneapolis Star-Tribune,US,District 9,2009,Neill Blomkamp,1979-09-17,"Johannesburg, Transvaal, South Africa",South Africa
Colin Covert,Minneapolis Star-Tribune,US,City of God,2002,Fernando Meirelles and Kátia Lund,,,
Colin Covert,Minneapolis Star-Tribune,US,Love & Friendship,2016,Whit Stillman,1952-01-25,"Washington, D.C.",D.C.
Colin Covert,Minneapolis Star-Tribune,US,Distant,2002,Nuri Bilge Ceylan,1959-01-26,"Istanbul, Turkey",Turkey
Oggs Cruz,Rappler.com,Philippines,3-Iron,2004,Kim Ki-duk,1960-12-20,"Ponghwa, South Korea",South Korea
Oggs Cruz,Rappler.com,Philippines,Yi Yi: A One and a Two,2000,Edward Yang,1947-11-06,"Shanghai, Republic of China",Republic of China
Oggs Cruz,Rappler.com,Philippines,Mulholland Drive,2001,David Lynch,1946-01-20,"Missoula, Montana, U.S.",U.S.
Oggs Cruz,Rappler.com,Philippines,Syndromes and a Century,2006,Apichatpong Weerasethakul,,,
Oggs Cruz,Rappler.com,Philippines,Evolution of a Filipino Family,2004,Lav Diaz,1958-12-30,"Columbio, Cotabato, Philippines",Philippines
Oggs Cruz,Rappler.com,Philippines,Pulse,2001,Kiyoshi Kurosawa,1955-07-19,"Kobe, Japan",Japan
Oggs Cruz,Rappler.com,Philippines,Cave of Forgotten Dreams,2010,Werner Herzog,1942-09-05,,
Oggs Cruz,Rappler.com,Philippines,Heaven's Story,2010,Takahisa Zeze,1960-05-24,"Tochigi, Japan",Japan
Oggs Cruz,Rappler.com,Philippines,"Norte, the End of History",2013,Lav Diaz,1958-12-30,"Columbio, Cotabato, Philippines",Philippines
Oggs Cruz,Rappler.com,Philippines,Spirited Away,2001,Hayao Miyazaki,1941-01-05,"Tokyo City, Empire of Japan",Empire of Japan
Ken Dancyger,New York University,US,"Crouching Tiger, Hidden Dragon",2000,Ang Lee,1954-10-23,"Chaozhou, Pingtung, Taiwan",Taiwan
Ken Dancyger,New York University,US,There Will Be Blood,2007,Paul Thomas Anderson,1970-06-26,"Los Angeles, California, U.S.",U.S.
Ken Dancyger,New York University,US,The Pianist,2002,Roman Polanski,1933-08-18,"Paris, French Third Republic",French Third Republic
Ken Dancyger,New York University,US,Lincoln,2012,Steven Spielberg,1946-12-18,"Cincinnati, Ohio, U.S.",U.S.
Ken Dancyger,New York University,US,Life of Pi,2012,Ang Lee,1954-10-23,"Chaozhou, Pingtung, Taiwan",Taiwan
Ken Dancyger,New York University,US,Mystic River,2003,Clint Eastwood,,,
Ken Dancyger,New York University,US,Son of Saul,2015,László Nemes,1977-02-18,"Budapest, Hungary",Hungary
Ken Dancyger,New York University,US,American Hustle,2013,David O. Russell,1958-08-20,,
Ken Dancyger,New York University,US,The White Ribbon,2009,Michael Haneke,1942-03-23,"Munich, Germany",Germany
Ken Dancyger,New York University,US,After the Wedding,2006,Susanne Bier,1960-04-15,"Copenhagen, Denmark",Denmark
Erik Davis,Fandango,US,Eternal Sunshine of the Spotless Mind,2004,Michel Gondry,1963-05-08,"Versailles, France",France
Erik Davis,Fandango,US,Boyhood,2014,Richard Linklater,1960-07-30,"Houston, Texas, U.S.",U.S.
Erik Davis,Fandango,US,Memento,2000,Christopher Nolan,1970-07-30,"London, England",England
Erik Davis,Fandango,US,There Will Be Blood,2007,Paul Thomas Anderson,1970-06-26,"Los Angeles, California, U.S.",U.S.
Erik Davis,Fandango,US,The Dark Knight,2008,Christopher Nolan,1970-07-30,"London, England",England
Erik Davis,Fandango,US,Inside Llewyn Davis,2013,Joel and Ethan Coen,1954-11-29,,
Erik Davis,Fandango,US,Finding Nemo,2003,Andrew Stanton,1965-12-03,"Rockport, Massachusetts, U.S.",U.S.
Erik Davis,Fandango,US,Mad Max: Fury Road,2015,George Miller,,,
Erik Davis,Fandango,US,Inglourious Basterds,2009,Quentin Tarantino,1963-03-27,,
Erik Davis,Fandango,US,Gravity,2013,Alfonso Cuarón,1961-11-28,"Mexico City, Mexico",Mexico
Peter Debruge,Variety,US,The Tree of Life,2011,Terrence Malick,1943-11-30,"Ottawa, Illinois, U.S.",U.S.
Peter Debruge,Variety,US,Yi Yi: A One and a Two,2000,Edward Yang,1947-11-06,"Shanghai, Republic of China",Republic of China
Peter Debruge,Variety,US,Secret Sunshine,2007,Lee Chang-dong,1954-07-04,"Daegu, South Korea",South Korea
Peter Debruge,Variety,US,Eternal Sunshine of the Spotless Mind,2004,Michel Gondry,1963-05-08,"Versailles, France",France
Peter Debruge,Variety,US,Amour,2012,Michael Haneke,1942-03-23,"Munich, Germany",Germany
Peter Debruge,Variety,US,I Am Love,2009,Luca Guadagnino,1971-08-10,"Palermo, Sicily, Italy",Italy
Peter Debruge,Variety,US,Son of Saul,2015,László Nemes,1977-02-18,"Budapest, Hungary",Hungary
Peter Debruge,Variety,US,WALL-E,2008,Andrew Stanton,1965-12-03,"Rockport, Massachusetts, U.S.",U.S.
Peter Debruge,Variety,US,The Five Obstructions,2003,Jørgen Leth and Lars von Trier,,,
Peter Debruge,Variety,US,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,Larry Charles,,,
Fernand Denis,La Libre Belgique,Belgium,In the Mood for Love,2000,Wong Kar-wai,1958-07-17,"Shanghai, China",China
Fernand Denis,La Libre Belgique,Belgium,Ida,2013,Paweł Pawlikowski,1957-09-15,"Warsaw, Poland",Poland
Fernand Denis,La Libre Belgique,Belgium,Boyhood,2014,Richard Linklater,1960-07-30,"Houston, Texas, U.S.",U.S.
Fernand Denis,La Libre Belgique,Belgium,Son of Saul,2015,László Nemes,1977-02-18,"Budapest, Hungary",Hungary
Fernand Denis,La Libre Belgique,Belgium,Nobody Knows,2004,Hirokazu Koreeda,1962-06-06,"Tokyo, Japan",Japan
Fernand Denis,La Libre Belgique,Belgium,Talk to Her,2002,Pedro Almodóvar,1949-09-25,"Calzada de Calatrava, Spain",Spain
Fernand Denis,La Libre Belgique,Belgium,Amores Perros,2000,Alejandro González Iñárritu,1963-08-15,"Mexico City, Mexico",Mexico
Fernand Denis,La Libre Belgique,Belgium,Wild Tales,2014,Damián Szifrón,1975-07-09,"Ramos Mejía, Argentina",Argentina
Fernand Denis,La Libre Belgique,Belgium,Eldorado,2008,Bouli Lanners,1965-05-20,,
Fernand Denis,La Libre Belgique,Belgium,Mommy,2014,Xavier Dolan,1989-03-20,"Montreal, Quebec, Canada",Canada
Lindiwe Dovey,University of London,UK,The Stuart Hall Project,2013,John Akomfrah,1957-05-04,"Accra, Ghana",Ghana
Lindiwe Dovey,University of London,UK,Uncle Boonmee Who Can Recall His Past Lives,2010,Apichatpong Weerasethakul,,,
Lindiwe Dovey,University of London,UK,A Letter to Nelson Mandela,2013,Khalo Matabane,,,
Lindiwe Dovey,University of London,UK,Waiting for Happiness,2002,Abderrahmane Sissako,1961-10-13,"Kiffa, Mauritania",Mauritania
Lindiwe Dovey,University of London,UK,Something Necessary,2013,Judy Kibinge,,,
Lindiwe Dovey,University of London,UK,Moolaadé,2004,Ousmane Sembène,1923-01-01,"Ziguinchor, Casamance, French West Africa",French West Africa
Lindiwe Dovey,University of London,UK,Sembène!,2015,Samba Gadjigo and Jason Silverman,,,
Lindiwe Dovey,University of London,UK,5 Broken Cameras,2011,Emad Burnat and Guy Davidi,,,
Lindiwe Dovey,University of London,UK,Hooligan Sparrow,2016,Nanfu Wang,,"Jiangxi, China",China
Lindiwe Dovey,University of London,UK,7 Letters,2015,"Boo Junfeng, Eric Khoo, Jack Neo, K. Rajagopal, Tan Pin Pin, Royston Tan and Kelvin Tong",,,
Alonso Duralde,TheWrap,US,"Synecdoche, New York",2008,Charlie Kaufman,1958-11-19,"New York City, U.S.",U.S.
Alonso Duralde,TheWrap,US,Brokeback Mountain,2005,Ang Lee,1954-10-23,"Chaozhou, Pingtung, Taiwan",Taiwan
Alonso Duralde,TheWrap,US,Weekend,2011,Andrew Haigh,1973-03-07,,
Alonso Duralde,TheWrap,US,"4 Months, 3 Weeks & 2 Days",2007,Cristian Mungiu,1968-04-27,"Iași, Romania",Romania
Alonso Duralde,TheWrap,US,Spirited Away,2001,Hayao Miyazaki,1941-01-05,"Tokyo City, Empire of Japan",Empire of Japan
Alonso Duralde,TheWrap,US,How to Survive a Plague,2012,David France,1948-06-30,Widnes,Widnes
Alonso Duralde,TheWrap,US,Talk to Her,2002,Pedro Almodóvar,1949-09-25,"Calzada de Calatrava, Spain",Spain
Alonso Duralde,TheWrap,US,American Splendor,2003,Robert Pulcini and Shari Springer Berman,,,
Alonso Duralde,TheWrap,US,In the Mood for Love,2000,Wong Kar-wai,1958-07-17,"Shanghai, China",China
Alonso Duralde,TheWrap,US,Far From Heaven,2002,Todd Haynes,1961-01-02,"Los Angeles, California, U.S.",U.S.
Bilge Ebiri,The Village Voice,US,The Tree of Life,2011,Terrence Malick,1943-11-30,"Ottawa, Illinois, U.S.",U.S.
Bilge Ebiri,The Village Voice,US,Mad Max: Fury Road,2015,George Miller,,,
Bilge Ebiri,The Village Voice,US,25th Hour,2002,Spike Lee,1957-03-20,"Atlanta, Georgia, U.S.",U.S.
